aDPS,rDPS,nDPS,Class
10767.57091,10385.12237,10385.12237,MCH
10691.34144,10341.77985,10341.77985,MCH
10482.42929,10303.8575,10303.8575,MCH
10732.01188,10299.78656,10299.78656,MCH
10741.27885,10293.9691,10293.9691,MCH
10623.18178,10289.7334,10289.7334,MCH
10941.24266,10289.1619,10289.1619,MCH
10684.43629,10279.39479,10279.39479,MCH
10538.65122,10260.25677,10260.25677,MCH
10747.25875,10255.97792,10255.97792,MCH
10435.59816,10236.0004,10236.0004,MCH
10551.282,10234.08133,10234.08133,MCH
10742.87309,10221.29249,10221.29249,MCH
10548.49617,10216.21636,10216.21636,MCH
10312.08083,10212.24929,10212.24929,MCH
10597.2832,10208.62168,10208.62168,MCH
10510.9615,10195.31258,10195.31258,MCH
10776.05164,10189.70482,10189.70482,MCH
10516.82635,10187.33352,10187.33352,MCH
10572.08609,10186.13829,10186.13829,MCH
10485.1401,10170.72155,10170.72155,MCH
10621.1304,10170.70658,10170.70658,MCH
10484.97738,10164.89257,10164.89257,MCH
10478.10901,10161.27872,10161.27872,MCH
10394.15114,10157.03224,10157.03224,MCH
10373.9653,10156.18379,10156.18379,MCH
10547.05135,10154.50564,10154.50564,MCH
10528.02824,10148.81996,10148.81996,MCH
10348.04214,10148.23155,10148.23155,MCH
10379.18081,10145.40075,10145.40075,MCH
10462.64909,10145.18356,10145.18356,MCH
10431.82224,10142.92441,10142.92441,MCH
10325.65172,10140.4685,10140.4685,MCH
10541.02087,10136.30396,10136.30396,MCH
10515.33302,10135.14941,10135.14941,MCH
10365.58231,10123.11336,10123.11336,MCH
10415.44987,10122.32863,10122.32863,MCH
10689.03847,10119.88938,10119.88938,MCH
10365.18585,10109.59939,10109.59939,MCH
10184.1431,10106.27719,10106.27719,MCH
10311.99933,10101.37566,10101.37566,MCH
10636.62423,10099.60476,10099.60476,MCH
10431.58676,10093.83008,10093.83008,MCH
10732.53464,10090.44806,10090.44806,MCH
10482.15134,10089.82489,10089.82489,MCH
10608.04643,10087.9713,10087.9713,MCH
10220.87937,10085.51468,10085.51468,MCH
10316.30118,10082.19676,10082.19676,MCH
10505.62218,10082.14826,10082.14826,MCH
10525.55285,10077.00376,10077.00376,MCH
10392.59302,10074.88118,10074.88118,MCH
10555.70261,10074.27454,10074.27454,MCH
10478.45541,10074.25874,10074.25874,MCH
10474.29641,10072.18537,10072.18537,MCH
10482.34053,10070.44584,10070.44584,MCH
10633.00307,10067.21555,10067.21555,MCH
10497.91742,10064.99341,10064.99341,MCH
10467.80548,10060.80383,10060.80383,MCH
10292.00315,10058.91599,10058.91599,MCH
10474.38168,10058.5646,10058.5646,MCH
10258.2493,10052.15086,10052.15086,MCH
10532.65371,10051.44903,10051.44903,MCH
10450.14083,10050.89837,10050.89837,MCH
10328.51924,10049.7504,10049.7504,MCH
10377.24997,10049.68994,10049.68994,MCH
10551.50055,10047.86396,10047.86396,MCH
10412.50167,10045.18142,10045.18142,MCH
10336.84574,10044.75945,10044.75945,MCH
10362.92299,10044.0505,10044.0505,MCH
10498.14132,10042.08475,10042.08475,MCH
10498.44626,10041.92595,10041.92595,MCH
10543.87027,10041.69324,10041.69324,MCH
10399.72837,10040.05859,10040.05859,MCH
10436.59298,10040.04771,10040.04771,MCH
10472.68869,10038.97983,10038.97983,MCH
10436.25909,10037.46748,10037.46748,MCH
10359.91528,10032.8699,10032.8699,MCH
10373.62517,10031.22294,10031.22294,MCH
10237.4863,10028.39607,10028.39607,MCH
10633.27587,10022.04794,10022.04794,MCH
10584.07907,10020.72903,10020.72903,MCH
10340.86208,10019.7601,10019.7601,MCH
10290.58162,10018.30833,10018.30833,MCH
10206.60763,10017.50255,10017.50255,MCH
10484.0306,10017.49089,10017.49089,MCH
10212.55796,10017.1056,10017.1056,MCH
